# x_m,y_m
-313.592435,-31.630397
-313.678249,-28.631253
-313.721875,-25.613074
-313.723183,-22.576101
-313.687428,-19.521745
-313.617228,-16.450474
-313.513442,-13.362749
-313.378577,-10.259537
-313.212610,-7.140980
-313.015432,-4.008214
-312.786669,-0.862183
-312.522934,2.295571
-312.225723,5.462801
-311.896466,8.619930
-311.168063,14.754355
-310.774240,17.701601
-310.361375,20.563744
-309.929708,23.343092
-309.476909,26.041706
-308.999787,28.665644
-308.494691,31.229176
-307.954736,33.746338
-307.372070,36.234761
-306.748781,38.699555
-306.081372,41.143970
-305.370063,43.565209
-304.614041,45.961891
-303.812865,48.333942
-302.967790,50.681926
-302.076616,53.002604
-301.140575,55.294992
-300.157600,57.555949
-299.126854,59.783333
-298.051660,61.975748
-296.930060,64.135425
-295.764736,66.258853
-294.555250,68.343302
-293.299095,70.384325
-291.994334,72.373740
-290.643960,74.308575
-289.249380,76.189233
-287.810067,78.016257
-286.324766,79.793716
-284.792443,81.521764
-283.212946,83.196368
-281.587637,84.813387
-279.918408,86.371649
-278.207129,87.869788
-276.454307,89.302933
-274.663723,90.673707
-272.836609,91.985563
-270.974351,93.239264
-269.079149,94.432660
-267.151882,95.566162
-265.191451,96.631462
-263.201814,97.627689
-261.184160,98.557117
-259.139126,99.420156
-257.069593,100.222966
-254.974153,100.955600
-252.853798,101.611362
-250.709714,102.182317
-248.544980,102.673794
-246.360213,103.086990
-244.157634,103.421143
-241.938496,103.674811
-239.703855,103.847439
-237.455360,103.945194
-235.194375,103.974968
-232.921053,103.942547
-230.636033,103.846522
-228.341557,103.689201
-226.037163,103.473338
-223.723622,103.191157
-221.403088,102.837098
-219.077674,102.407939
-216.747820,101.909175
-214.413568,101.344763
-212.074853,100.719407
-209.731278,100.037072
-207.382646,99.302743
-205.028538,98.519394
-202.668977,97.693010
-200.303521,96.827043
-197.931941,95.928058
-195.562483,95.001248
-193.205815,94.045910
-190.859121,93.060079
-188.510987,92.044157
-186.164085,90.996933
-183.820131,89.917003
-181.479498,88.804514
-179.142747,87.658480
-176.810175,86.478827
-174.482046,85.265172
-172.158315,84.018904
-169.837466,82.740289
-167.515880,81.430540
-165.189599,80.093070
-162.857202,78.734858
-160.516303,77.363922
-158.163021,75.989273
-155.793319,74.623209
-153.405360,73.273842
-150.999144,71.941744
-148.575540,70.623833
-146.137055,69.313745
-143.682635,68.007706
-141.212223,66.705968
-138.728284,65.409105
-136.231554,64.119043
-133.719239,62.837243
-131.190779,61.564245
-128.647934,60.297983
-126.090230,59.036730
-123.519120,57.778948
-120.935680,56.523857
-118.336734,55.269659
-115.724127,54.016006
-113.101480,52.762469
-110.466569,51.506391
-107.819384,50.245224
-105.161047,48.978912
-102.491085,47.707329
-99.809322,46.429808
-97.116610,45.148774
-94.411278,43.863852
-91.694870,42.575729
-88.966931,41.285606
-86.227361,39.992564
-83.474720,38.695372
-80.710316,37.394521
-77.934567,36.090954
-75.146351,34.783202
-72.349271,33.472655
-69.540252,32.157936
-66.719789,30.837682
-63.888339,29.512531
-61.044664,28.182424
-58.189125,26.848283
-55.325218,25.512356
-52.449958,24.176222
-49.562675,22.839950
-46.663958,21.503262
-43.753786,20.164620
-40.833295,18.821818
-37.903397,17.473500
-34.963840,16.117967
-32.014055,14.751752
-29.055804,13.376852
-26.087449,11.995370
-23.111611,10.606340
-20.125924,9.210338
-17.130460,7.810404
-14.124774,6.407662
-11.109252,5.002952
-8.084660,3.597359
-5.050705,2.189900
